,time,application,angry,disgust,fear,happy,sad,surprise
317,2022_11_19_15_58_14,Code,0.28,0.01,0.18,0.0,0.52,0.0
318,2022_11_19_15_58_15,Code,0.39,0.0,0.17,0.0,0.44,0.0
319,2022_11_19_15_58_15,Code,0.23,0.0,0.22,0.0,0.54,0.0
320,2022_11_19_15_58_15,Code,0.32,0.01,0.27,0.0,0.4,0.0
321,2022_11_19_15_58_15,Code,0.39,0.0,0.19,0.0,0.41,0.01
322,2022_11_19_15_58_16,Code,0.26,0.0,0.11,0.0,0.61,0.02
323,2022_11_19_15_58_16,Code,0.12,0.0,0.18,0.0,0.7,0.0
324,2022_11_19_15_58_16,Code,0.15,0.0,0.19,0.0,0.65,0.02
325,2022_11_19_15_58_16,Code,0.18,0.01,0.19,0.0,0.61,0.01
326,2022_11_19_15_58_17,Code,0.28,0.01,0.31,0.0,0.38,0.01
327,2022_11_19_15_58_17,Code,0.35,0.01,0.17,0.0,0.46,0.01
328,2022_11_19_15_58_17,Code,0.17,0.01,0.15,0.0,0.67,0.0
329,2022_11_19_15_58_17,Code,0.09,0.0,0.09,0.0,0.82,0.0
330,2022_11_19_15_58_18,Code,0.3,0.0,0.23,0.11,0.3,0.06
331,2022_11_19_15_58_18,Code,0.07,0.03,0.03,0.01,0.85,0.0
332,2022_11_19_15_58_19,Code,0.52,0.02,0.09,0.0,0.37,0.0
333,2022_11_19_15_58_19,Code,0.32,0.01,0.09,0.01,0.55,0.01
334,2022_11_19_15_58_20,Code,0.39,0.01,0.1,0.0,0.49,0.01
335,2022_11_19_15_58_20,Code,0.16,0.0,0.07,0.68,0.09,0.0
336,2022_11_19_15_58_20,Code,0.21,0.0,0.16,0.39,0.24,0.0
337,2022_11_19_15_58_21,Code,0.07,0.0,0.03,0.0,0.9,0.0
338,2022_11_19_15_58_21,Code,0.1,0.0,0.09,0.0,0.81,0.0
339,2022_11_19_15_58_21,Code,0.25,0.0,0.09,0.02,0.65,0.0
340,2022_11_19_15_58_21,Code,0.35,0.0,0.06,0.04,0.54,0.02
341,2022_11_19_15_58_22,Code,0.18,0.0,0.06,0.01,0.75,0.0
342,2022_11_19_15_58_22,Code,0.19,0.01,0.1,0.01,0.68,0.01
343,2022_11_19_15_58_23,Code,0.07,0.0,0.04,0.0,0.89,0.0
344,2022_11_19_15_58_24,Code,0.19,0.07,0.1,0.0,0.56,0.07
345,2022_11_19_15_58_24,Code,0.14,0.0,0.06,0.43,0.37,0.0
346,2022_11_19_15_58_25,Code,0.31,0.0,0.07,0.16,0.46,0.0
347,2022_11_19_15_58_25,Code,0.19,0.0,0.11,0.56,0.14,0.0
348,2022_11_19_15_58_26,Code,0.35,0.0,0.06,0.33,0.25,0.0
349,2022_11_19_15_58_26,Code,0.18,0.0,0.09,0.22,0.51,0.0
350,2022_11_19_15_58_26,Code,0.13,0.01,0.05,0.0,0.79,0.01
351,2022_11_19_15_58_27,Code,0.19,0.01,0.09,0.0,0.7,0.01
352,2022_11_19_15_58_27,Code,0.21,0.0,0.07,0.02,0.7,0.0
353,2022_11_19_15_58_27,Code,0.19,0.0,0.28,0.03,0.42,0.06
354,2022_11_19_15_58_27,Code,0.27,0.0,0.13,0.03,0.53,0.03
355,2022_11_19_15_58_28,Code,0.17,0.0,0.09,0.0,0.73,0.0
356,2022_11_19_15_58_28,Code,0.31,0.0,0.04,0.0,0.64,0.01
357,2022_11_19_15_58_28,Code,0.19,0.0,0.04,0.01,0.74,0.01
358,2022_11_19_15_58_29,Code,0.28,0.0,0.11,0.4,0.2,0.0
359,2022_11_19_15_58_31,Code,0.33,0.01,0.09,0.01,0.52,0.04
360,2022_11_19_15_58_31,Code,0.41,0.0,0.07,0.01,0.48,0.03
361,2022_11_19_15_58_31,Code,0.28,0.0,0.05,0.01,0.66,0.0
362,2022_11_19_15_58_31,Code,0.45,0.0,0.07,0.0,0.48,0.0
363,2022_11_19_15_58_32,Code,0.47,0.0,0.03,0.03,0.47,0.0
364,2022_11_19_15_58_32,Code,0.27,0.0,0.04,0.01,0.68,0.0
365,2022_11_19_15_58_32,Code,0.11,0.0,0.06,0.01,0.82,0.0
366,2022_11_19_15_58_33,Code,0.24,0.0,0.06,0.01,0.68,0.01
367,2022_11_19_15_58_33,Code,0.73,0.02,0.02,0.0,0.23,0.0
368,2022_11_19_15_58_33,Code,0.23,0.0,0.12,0.23,0.4,0.01
369,2022_11_19_15_58_34,Code,0.31,0.01,0.07,0.0,0.62,0.0
370,2022_11_19_15_58_34,Code,0.27,0.04,0.02,0.0,0.66,0.01
371,2022_11_19_15_58_35,Code,0.15,0.0,0.02,0.01,0.81,0.0
372,2022_11_19_15_58_35,Code,0.22,0.01,0.1,0.0,0.65,0.01
373,2022_11_19_15_58_35,Code,0.17,0.02,0.13,0.0,0.66,0.01
374,2022_11_19_15_58_36,Code,0.14,0.0,0.12,0.0,0.72,0.01
375,2022_11_19_15_58_36,Code,0.39,0.0,0.18,0.24,0.18,0.0
376,2022_11_19_15_58_36,Code,0.13,0.01,0.37,0.0,0.46,0.03
377,2022_11_19_15_58_37,Code,0.28,0.0,0.17,0.19,0.35,0.0
378,2022_11_19_15_58_37,Code,0.28,0.0,0.16,0.02,0.51,0.02
379,2022_11_19_15_58_37,Code,0.08,0.01,0.27,0.0,0.63,0.01
380,2022_11_19_15_58_38,Code,0.22,0.0,0.13,0.03,0.6,0.01
381,2022_11_19_15_58_38,Code,0.19,0.0,0.16,0.02,0.59,0.05
382,2022_11_19_15_58_38,Code,0.09,0.01,0.1,0.0,0.77,0.02
383,2022_11_19_15_58_38,Code,0.15,0.02,0.09,0.0,0.72,0.01
384,2022_11_19_15_58_39,Code,0.18,0.04,0.13,0.0,0.62,0.03
385,2022_11_19_15_58_39,Code,0.19,0.07,0.13,0.0,0.59,0.02
386,2022_11_19_15_58_39,Code,0.16,0.02,0.15,0.0,0.66,0.01
387,2022_11_19_15_58_39,Code,0.39,0.05,0.08,0.0,0.48,0.01
388,2022_11_19_15_58_40,Code,0.28,0.09,0.15,0.0,0.46,0.02
389,2022_11_19_15_58_40,Code,0.31,0.0,0.04,0.33,0.32,0.0
390,2022_11_19_15_58_40,Code,0.12,0.01,0.24,0.0,0.62,0.01
391,2022_11_19_15_58_41,Code,0.15,0.03,0.26,0.0,0.54,0.02
392,2022_11_19_15_58_41,Code,0.27,0.04,0.17,0.0,0.5,0.02
393,2022_11_19_15_58_41,Code,0.3,0.0,0.05,0.52,0.13,0.0
394,2022_11_19_15_58_41,Code,0.19,0.03,0.11,0.0,0.65,0.01
395,2022_11_19_15_58_42,Code,0.09,0.01,0.13,0.0,0.76,0.01
396,2022_11_19_15_58_42,Code,0.12,0.01,0.09,0.0,0.79,0.0
397,2022_11_19_15_58_42,Code,0.06,0.0,0.14,0.0,0.79,0.01
398,2022_11_19_15_58_42,Code,0.13,0.02,0.14,0.0,0.72,0.0
399,2022_11_19_15_58_43,Code,0.11,0.01,0.08,0.0,0.8,0.0
400,2022_11_19_15_58_43,Code,0.06,0.0,0.06,0.0,0.87,0.0
401,2022_11_19_15_58_43,Code,0.16,0.0,0.07,0.0,0.77,0.0
402,2022_11_19_15_58_44,Code,0.14,0.01,0.08,0.0,0.75,0.01
403,2022_11_19_15_58_44,Code,0.17,0.01,0.15,0.0,0.65,0.02
404,2022_11_19_15_58_44,Code,0.1,0.01,0.1,0.0,0.76,0.02
405,2022_11_19_15_58_44,Code,0.18,0.02,0.13,0.02,0.65,0.02
406,2022_11_19_15_58_45,Code,0.1,0.0,0.43,0.0,0.48,0.0
407,2022_11_19_15_58_45,Code,0.12,0.0,0.38,0.12,0.38,0.0
408,2022_11_19_15_58_45,Code,0.13,0.0,0.5,0.0,0.3,0.07
409,2022_11_19_15_58_45,Code,0.12,0.0,0.38,0.0,0.0,0.5
410,2022_11_19_15_58_50,Code,0.03,0.0,0.04,0.71,0.21,0.0
411,2022_11_19_15_58_50,Code,0.08,0.0,0.27,0.04,0.54,0.06
412,2022_11_19_15_58_50,Code,0.14,0.0,0.43,0.14,0.28,0.0
413,2022_11_19_15_58_50,Code,0.18,0.0,0.38,0.0,0.38,0.05
414,2022_11_19_15_58_51,Code,0.16,0.0,0.11,0.0,0.73,0.0
415,2022_11_19_15_58_51,Code,0.11,0.01,0.1,0.01,0.76,0.0
416,2022_11_19_15_58_51,Code,0.17,0.01,0.16,0.0,0.65,0.0
417,2022_11_19_15_58_51,Code,0.07,0.01,0.23,0.0,0.69,0.0
418,2022_11_19_15_58_52,Code,0.04,0.0,0.18,0.0,0.78,0.0
419,2022_11_19_15_58_52,Code,0.27,0.06,0.46,0.0,0.2,0.01
420,2022_11_19_15_58_52,Code,0.27,0.02,0.31,0.0,0.4,0.0
421,2022_11_19_15_58_53,Code,0.43,0.01,0.3,0.0,0.25,0.01
422,2022_11_19_15_58_53,Code,0.12,0.03,0.17,0.0,0.66,0.01
423,2022_11_19_15_58_53,Code,0.17,0.03,0.2,0.0,0.59,0.01
424,2022_11_19_15_58_53,Code,0.32,0.03,0.12,0.0,0.52,0.01
425,2022_11_19_15_58_54,Code,0.27,0.01,0.14,0.0,0.57,0.0
426,2022_11_19_15_58_54,Code,0.4,0.01,0.12,0.0,0.46,0.01
427,2022_11_19_15_58_54,Code,0.41,0.02,0.17,0.0,0.39,0.01
428,2022_11_19_15_58_54,Code,0.19,0.04,0.16,0.0,0.6,0.01
429,2022_11_19_15_58_55,Code,0.16,0.02,0.14,0.0,0.67,0.01
430,2022_11_19_15_58_55,Code,0.24,0.05,0.14,0.0,0.56,0.01
431,2022_11_19_15_58_55,Code,0.11,0.02,0.09,0.0,0.79,0.0
432,2022_11_19_15_58_56,Code,0.12,0.03,0.14,0.0,0.7,0.01
433,2022_11_19_15_58_56,Code,0.27,0.01,0.14,0.14,0.39,0.05
434,2022_11_19_15_58_57,Code,0.12,0.0,0.1,0.63,0.15,0.0
435,2022_11_19_15_58_58,Code,0.3,0.0,0.09,0.48,0.13,0.0
436,2022_11_19_15_58_58,Code,0.12,0.0,0.04,0.71,0.13,0.0
437,2022_11_19_15_58_58,Code,0.36,0.0,0.1,0.3,0.25,0.0
438,2022_11_19_15_59_00,Code,0.75,0.01,0.1,0.0,0.12,0.01
439,2022_11_19_15_59_00,Code,0.95,0.0,0.02,0.0,0.03,0.0
440,2022_11_19_15_59_00,Code,0.62,0.0,0.14,0.0,0.23,0.01
441,2022_11_19_15_59_00,Code,0.66,0.01,0.12,0.0,0.2,0.01
442,2022_11_19_15_59_01,Code,0.75,0.0,0.15,0.0,0.07,0.03
443,2022_11_19_15_59_01,Code,0.71,0.02,0.14,0.0,0.08,0.04
444,2022_11_19_15_59_01,Code,0.74,0.01,0.14,0.0,0.09,0.02
445,2022_11_19_15_59_02,Code,0.78,0.01,0.08,0.0,0.09,0.03
446,2022_11_19_15_59_02,Code,0.57,0.03,0.16,0.0,0.19,0.04
447,2022_11_19_15_59_02,Code,0.46,0.0,0.13,0.19,0.23,0.0
448,2022_11_19_15_59_03,Code,0.23,0.0,0.22,0.21,0.34,0.0
449,2022_11_19_15_59_03,Code,0.22,0.0,0.13,0.33,0.3,0.01
450,2022_11_19_15_59_03,Code,0.36,0.0,0.1,0.19,0.35,0.0
451,2022_11_19_15_59_04,Code,0.24,0.0,0.06,0.52,0.18,0.0
452,2022_11_19_15_59_04,Code,0.45,0.0,0.08,0.19,0.28,0.0
453,2022_11_19_15_59_05,Code,0.37,0.0,0.11,0.34,0.18,0.0
454,2022_11_19_15_59_05,Code,0.14,0.0,0.06,0.6,0.2,0.0
455,2022_11_19_15_59_05,Code,0.26,0.0,0.05,0.54,0.16,0.0
456,2022_11_19_15_59_06,Code,0.37,0.0,0.11,0.32,0.2,0.0
457,2022_11_19_15_59_06,Code,0.3,0.0,0.16,0.27,0.27,0.0
458,2022_11_19_15_59_06,Code,0.23,0.0,0.09,0.35,0.33,0.0
459,2022_11_19_15_59_06,Code,0.27,0.03,0.12,0.02,0.53,0.03
460,2022_11_19_15_59_07,Code,0.2,0.03,0.21,0.01,0.44,0.1
461,2022_11_19_15_59_07,Code,0.19,0.0,0.05,0.51,0.26,0.0
462,2022_11_19_15_59_07,Code,0.33,0.01,0.13,0.0,0.49,0.03
463,2022_11_19_15_59_08,Code,0.18,0.0,0.15,0.26,0.41,0.0
464,2022_11_19_15_59_08,Code,0.36,0.0,0.18,0.19,0.27,0.0
465,2022_11_19_15_59_08,Code,0.24,0.0,0.1,0.36,0.3,0.0
466,2022_11_19_15_59_08,Code,0.15,0.0,0.11,0.36,0.38,0.0
467,2022_11_19_15_59_09,Code,0.31,0.0,0.1,0.21,0.38,0.0
468,2022_11_19_15_59_09,Code,0.35,0.0,0.14,0.37,0.14,0.0
469,2022_11_19_15_59_09,Code,0.32,0.0,0.15,0.22,0.31,0.0
470,2022_11_19_15_59_09,Code,0.34,0.0,0.11,0.33,0.22,0.0
471,2022_11_19_15_59_10,Code,0.28,0.0,0.1,0.34,0.27,0.0
472,2022_11_19_15_59_10,Code,0.32,0.0,0.06,0.41,0.22,0.0
473,2022_11_19_15_59_10,Code,0.11,0.0,0.18,0.48,0.22,0.0
474,2022_11_19_15_59_11,Code,0.15,0.0,0.09,0.5,0.26,0.0
475,2022_11_19_15_59_11,Code,0.82,0.02,0.04,0.0,0.12,0.0
476,2022_11_19_15_59_11,Code,0.6,0.0,0.04,0.0,0.35,0.0
477,2022_11_19_15_59_11,Code,0.31,0.1,0.03,0.0,0.54,0.01
478,2022_11_19_15_59_12,Code,0.19,0.01,0.04,0.01,0.72,0.01
479,2022_11_19_15_59_12,Code,0.1,0.0,0.08,0.0,0.8,0.01
480,2022_11_19_15_59_12,Code,0.23,0.03,0.19,0.0,0.54,0.01
481,2022_11_19_15_59_13,Code,0.19,0.02,0.24,0.0,0.53,0.01
482,2022_11_19_15_59_13,Code,0.03,0.0,0.36,0.0,0.6,0.01
483,2022_11_19_15_59_13,Code,0.65,0.0,0.08,0.1,0.17,0.0
484,2022_11_19_15_59_13,Code,0.05,0.0,0.15,0.0,0.8,0.0
485,2022_11_19_15_59_14,Code,0.05,0.0,0.2,0.0,0.75,0.0
486,2022_11_19_15_59_14,Code,0.25,0.0,0.5,0.0,0.25,0.0
487,2022_11_19_15_59_14,Code,0.27,0.0,0.18,0.0,0.55,0.0
488,2022_11_19_15_59_14,Code,0.03,0.0,0.03,0.0,0.93,0.0
489,2022_11_19_15_59_15,Code,0.5,0.0,0.0,0.0,0.5,0.0
490,2022_11_19_15_59_15,Code,0.63,0.0,0.11,0.05,0.21,0.0
491,2022_11_19_15_59_15,Code,0.42,0.0,0.25,0.08,0.25,0.0
492,2022_11_19_15_59_15,Code,0.27,0.0,0.36,0.09,0.27,0.0
493,2022_11_19_15_59_16,Code,0.33,0.0,0.4,0.0,0.2,0.07
494,2022_11_19_15_59_16,Code,0.18,0.0,0.55,0.0,0.18,0.09
495,2022_11_19_15_59_16,Code,0.33,0.0,0.44,0.0,0.22,0.0
496,2022_11_19_15_59_17,Code,0.12,0.0,0.38,0.0,0.5,0.0
497,2022_11_19_15_59_17,Code,0.09,0.0,0.26,0.0,0.65,0.0
498,2022_11_19_15_59_17,Code,0.1,0.0,0.2,0.0,0.7,0.0
499,2022_11_19_15_59_17,Code,0.08,0.0,0.17,0.0,0.75,0.0
500,2022_11_19_15_59_18,Code,0.22,0.0,0.09,0.0,0.7,0.0
501,2022_11_19_15_59_18,Code,0.55,0.0,0.09,0.0,0.36,0.0
502,2022_11_19_15_59_18,Code,0.33,0.0,0.22,0.0,0.33,0.11
503,2022_11_19_15_59_18,Code,0.4,0.0,0.2,0.1,0.2,0.1
504,2022_11_19_15_59_19,Code,0.33,0.0,0.33,0.0,0.22,0.11
505,2022_11_19_15_59_19,Code,0.33,0.0,0.33,0.0,0.17,0.17
506,2022_11_19_15_59_19,Code,0.23,0.0,0.23,0.0,0.46,0.08
507,2022_11_19_15_59_19,Code,0.14,0.0,0.23,0.0,0.59,0.05
508,2022_11_19_15_59_20,Code,0.17,0.0,0.33,0.0,0.5,0.0
509,2022_11_19_15_59_20,Code,0.0,0.0,0.23,0.0,0.77,0.0
510,2022_11_19_15_59_21,Code,0.19,0.0,0.42,0.1,0.28,0.0
511,2022_11_19_15_59_22,Code,0.09,0.0,0.19,0.02,0.7,0.0
512,2022_11_19_15_59_22,Code,0.44,0.0,0.12,0.06,0.38,0.0
513,2022_11_19_15_59_22,Code,0.2,0.0,0.4,0.0,0.2,0.2
514,2022_11_19_15_59_22,Code,0.05,0.0,0.25,0.0,0.05,0.65
515,2022_11_19_15_59_23,Code,0.0,0.0,0.5,0.0,0.5,0.0
516,2022_11_19_15_59_23,Code,0.17,0.0,0.33,0.0,0.5,0.0
517,2022_11_19_15_59_23,Code,0.1,0.0,0.4,0.0,0.3,0.2
518,2022_11_19_15_59_23,Code,0.0,0.0,0.11,0.05,0.11,0.74
519,2022_11_19_15_59_24,Code,0.17,0.0,0.17,0.0,0.33,0.33
520,2022_11_19_15_59_24,Code,0.17,0.0,0.33,0.0,0.5,0.0
521,2022_11_19_15_59_24,Code,0.0,0.0,0.25,0.25,0.25,0.25
522,2022_11_19_15_59_25,Code,0.12,0.0,0.38,0.12,0.38,0.0
523,2022_11_19_15_59_25,Code,0.04,0.0,0.26,0.15,0.04,0.52
524,2022_11_19_15_59_25,Code,0.38,0.0,0.25,0.25,0.12,0.0
525,2022_11_19_15_59_25,Code,0.14,0.0,0.14,0.43,0.14,0.14
526,2022_11_19_15_59_26,Code,0.31,0.0,0.19,0.12,0.38,0.0
527,2022_11_19_15_59_26,Code,0.2,0.0,0.2,0.13,0.47,0.0
528,2022_11_19_15_59_26,Code,0.09,0.0,0.27,0.09,0.55,0.0
529,2022_11_19_15_59_26,Code,0.08,0.0,0.23,0.27,0.27,0.15
530,2022_11_19_15_59_27,Code,0.06,0.06,0.35,0.12,0.28,0.12
531,2022_11_19_15_59_27,Code,0.07,0.0,0.47,0.0,0.27,0.2
532,2022_11_19_15_59_27,Code,0.1,0.0,0.3,0.0,0.6,0.0
533,2022_11_19_15_59_28,Code,0.33,0.0,0.17,0.17,0.33,0.0
534,2022_11_19_15_59_28,Code,0.28,0.0,0.14,0.07,0.36,0.14
535,2022_11_19_15_59_28,Code,0.28,0.0,0.14,0.14,0.28,0.14
536,2022_11_19_15_59_28,Code,0.18,0.0,0.27,0.09,0.36,0.09
537,2022_11_19_15_59_29,Code,0.27,0.0,0.09,0.0,0.64,0.0
538,2022_11_19_15_59_29,Code,0.28,0.0,0.18,0.0,0.53,0.0
539,2022_11_19_15_59_29,Code,0.31,0.0,0.12,0.0,0.56,0.0
540,2022_11_19_15_59_29,Code,0.38,0.0,0.25,0.0,0.38,0.0
541,2022_11_19_15_59_30,Code,0.38,0.0,0.25,0.0,0.38,0.0
542,2022_11_19_15_59_30,Code,0.14,0.0,0.28,0.0,0.56,0.0
543,2022_11_19_15_59_30,Code,0.38,0.0,0.25,0.0,0.38,0.0
544,2022_11_19_15_59_30,Code,0.25,0.0,0.25,0.0,0.5,0.0
545,2022_11_19_15_59_31,Code,0.2,0.0,0.2,0.0,0.6,0.0
546,2022_11_19_15_59_31,Code,0.5,0.0,0.25,0.0,0.25,0.0
547,2022_11_19_15_59_31,Code,0.67,0.0,0.0,0.0,0.33,0.0
548,2022_11_19_15_59_32,Code,0.5,0.0,0.0,0.0,0.5,0.0
549,2022_11_19_15_59_32,Code,0.08,0.0,0.21,0.0,0.08,0.62
550,2022_11_19_15_59_32,Code,0.05,0.0,0.24,0.0,0.19,0.52
551,2022_11_19_15_59_32,Code,0.0,0.0,0.33,0.33,0.33,0.0
552,2022_11_19_15_59_33,Code,0.0,0.0,0.0,0.67,0.33,0.0
553,2022_11_19_15_59_33,Code,0.12,0.0,0.25,0.38,0.25,0.0
554,2022_11_19_15_59_33,Code,0.11,0.0,0.22,0.44,0.22,0.0
555,2022_11_19_15_59_33,Code,0.1,0.0,0.2,0.5,0.2,0.0
556,2022_11_19_15_59_34,Code,0.25,0.0,0.25,0.25,0.25,0.0
557,2022_11_19_15_59_34,Code,0.06,0.0,0.28,0.24,0.24,0.18
558,2022_11_19_15_59_34,Code,0.12,0.0,0.37,0.12,0.31,0.06
559,2022_11_19_15_59_34,Code,0.1,0.0,0.4,0.1,0.3,0.1
560,2022_11_19_15_59_36,Code,0.04,0.0,0.44,0.2,0.16,0.16
561,2022_11_19_15_59_36,Code,0.17,0.0,0.17,0.17,0.17,0.33
562,2022_11_19_15_59_36,Code,0.18,0.0,0.27,0.09,0.27,0.18
563,2022_11_19_15_59_36,Code,0.17,0.0,0.33,0.0,0.17,0.33
564,2022_11_19_15_59_37,Code,0.18,0.0,0.27,0.0,0.45,0.09
565,2022_11_19_15_59_37,Code,0.12,0.0,0.35,0.0,0.47,0.06
566,2022_11_19_15_59_37,Code,0.14,0.0,0.43,0.0,0.32,0.11
567,2022_11_19_15_59_37,Code,0.1,0.0,0.4,0.0,0.44,0.06
568,2022_11_19_15_59_38,Code,0.11,0.01,0.33,0.0,0.54,0.01
569,2022_11_19_15_59_38,Code,0.69,0.0,0.1,0.0,0.21,0.0
570,2022_11_19_15_59_39,Code,0.88,0.0,0.02,0.0,0.1,0.0
571,2022_11_19_15_59_39,Code,0.96,0.0,0.02,0.0,0.02,0.0
572,2022_11_19_15_59_39,Code,0.91,0.0,0.03,0.0,0.06,0.0
573,2022_11_19_15_59_40,Code,0.92,0.0,0.04,0.0,0.04,0.0
574,2022_11_19_15_59_40,Code,0.9,0.01,0.04,0.0,0.04,0.01
575,2022_11_19_15_59_40,Code,0.85,0.0,0.1,0.0,0.04,0.01
576,2022_11_19_15_59_40,Code,0.61,0.01,0.21,0.0,0.12,0.04
577,2022_11_19_15_59_41,Code,0.44,0.01,0.28,0.0,0.17,0.09
578,2022_11_19_15_59_41,Code,0.49,0.0,0.25,0.0,0.22,0.03
579,2022_11_19_15_59_41,Code,0.91,0.0,0.04,0.0,0.05,0.0
580,2022_11_19_15_59_42,Code,0.21,0.0,0.07,0.63,0.1,0.0
581,2022_11_19_15_59_42,Code,0.34,0.0,0.11,0.38,0.17,0.0
582,2022_11_19_15_59_43,Code,0.28,0.0,0.06,0.54,0.12,0.0
583,2022_11_19_15_59_43,Code,0.91,0.0,0.04,0.0,0.05,0.0
584,2022_11_19_15_59_43,Code,0.93,0.0,0.03,0.0,0.04,0.0
585,2022_11_19_15_59_44,Code,0.35,0.01,0.35,0.0,0.09,0.2
586,2022_11_19_15_59_44,Code,0.83,0.03,0.1,0.0,0.02,0.02
587,2022_11_19_15_59_45,Code,0.81,0.04,0.08,0.0,0.03,0.04
588,2022_11_19_15_59_45,Code,0.91,0.0,0.03,0.0,0.06,0.0
589,2022_11_19_15_59_45,Code,0.81,0.0,0.06,0.0,0.12,0.0
590,2022_11_19_15_59_46,Code,0.72,0.0,0.1,0.0,0.17,0.01
591,2022_11_19_15_59_46,Code,0.37,0.0,0.24,0.0,0.39,0.0
592,2022_11_19_15_59_46,Code,0.23,0.0,0.35,0.0,0.41,0.01
593,2022_11_19_15_59_46,Code,0.22,0.0,0.35,0.0,0.42,0.01
594,2022_11_19_15_59_47,Code,0.25,0.0,0.32,0.0,0.4,0.02
595,2022_11_19_15_59_47,Code,0.06,0.0,0.25,0.0,0.69,0.0
596,2022_11_19_15_59_47,Code,0.37,0.0,0.38,0.0,0.2,0.05
597,2022_11_19_15_59_48,Code,0.11,0.0,0.7,0.0,0.11,0.07
598,2022_11_19_15_59_48,Code,0.13,0.03,0.49,0.0,0.27,0.09
599,2022_11_19_15_59_48,Code,0.15,0.07,0.13,0.02,0.56,0.07
600,2022_11_19_15_59_48,Code,0.19,0.02,0.14,0.01,0.56,0.07
601,2022_11_19_15_59_49,Code,0.68,0.01,0.11,0.0,0.15,0.04
602,2022_11_19_15_59_49,Code,0.48,0.04,0.27,0.0,0.18,0.02
603,2022_11_19_15_59_50,Code,0.09,0.03,0.14,0.0,0.72,0.02
604,2022_11_19_15_59_50,Code,0.2,0.0,0.1,0.0,0.68,0.01
605,2022_11_19_15_59_50,Code,0.04,0.0,0.11,0.0,0.85,0.0
606,2022_11_19_15_59_51,Code,0.06,0.0,0.12,0.0,0.82,0.0
607,2022_11_19_15_59_51,Code,0.03,0.0,0.24,0.0,0.73,0.0
608,2022_11_19_15_59_51,Code,0.16,0.0,0.42,0.01,0.36,0.04
609,2022_11_19_15_59_52,Code,0.17,0.0,0.25,0.0,0.56,0.02
610,2022_11_19_15_59_52,Code,0.21,0.0,0.24,0.0,0.55,0.0
611,2022_11_19_15_59_52,Code,0.4,0.0,0.1,0.0,0.5,0.0
612,2022_11_19_15_59_53,Code,0.25,0.0,0.25,0.0,0.5,0.0
613,2022_11_19_15_59_53,Code,0.17,0.0,0.33,0.0,0.33,0.17
614,2022_11_19_15_59_53,Code,0.33,0.0,0.17,0.0,0.33,0.17
615,2022_11_19_15_59_53,Code,0.25,0.0,0.12,0.12,0.38,0.12
616,2022_11_19_15_59_54,Code,0.24,0.0,0.18,0.0,0.53,0.06
617,2022_11_19_15_59_54,Code,0.2,0.0,0.07,0.0,0.71,0.01
618,2022_11_19_15_59_54,Code,0.32,0.0,0.06,0.0,0.62,0.0
619,2022_11_19_15_59_54,Code,0.27,0.01,0.08,0.0,0.64,0.0
620,2022_11_19_15_59_55,Code,0.33,0.05,0.09,0.0,0.52,0.01
621,2022_11_19_15_59_55,Code,0.31,0.02,0.07,0.0,0.6,0.0
622,2022_11_19_15_59_55,Code,0.39,0.02,0.03,0.0,0.56,0.0
623,2022_11_19_15_59_56,Code,0.19,0.0,0.12,0.0,0.69,0.0
624,2022_11_19_15_59_56,Code,0.32,0.0,0.23,0.14,0.23,0.09
625,2022_11_19_15_59_56,Code,0.18,0.0,0.27,0.09,0.36,0.09
626,2022_11_19_15_59_57,Code,0.15,0.0,0.15,0.0,0.6,0.1
627,2022_11_19_15_59_57,Code,0.16,0.0,0.21,0.0,0.57,0.05
628,2022_11_19_15_59_57,Code,0.21,0.0,0.33,0.0,0.44,0.02
629,2022_11_19_15_59_58,Code,0.23,0.0,0.11,0.03,0.63,0.0
630,2022_11_19_15_59_58,Code,0.28,0.0,0.19,0.13,0.35,0.03
631,2022_11_19_15_59_58,Code,0.27,0.0,0.22,0.07,0.37,0.05
632,2022_11_19_15_59_58,Code,0.3,0.0,0.35,0.03,0.25,0.06
633,2022_11_19_15_59_59,Code,0.32,0.0,0.33,0.03,0.28,0.04
634,2022_11_19_15_59_59,Code,0.35,0.0,0.33,0.03,0.25,0.04
635,2022_11_19_15_59_59,Code,0.28,0.0,0.35,0.03,0.28,0.06
636,2022_11_19_16_00_00,Code,0.32,0.0,0.27,0.03,0.32,0.07
637,2022_11_19_16_00_00,Code,0.32,0.0,0.2,0.07,0.42,0.0
638,2022_11_19_16_00_00,Code,0.77,0.0,0.13,0.0,0.1,0.0
639,2022_11_19_16_00_01,Code,0.85,0.0,0.06,0.0,0.09,0.0
640,2022_11_19_16_00_01,Code,0.9,0.0,0.05,0.0,0.05,0.0
641,2022_11_19_16_00_01,Code,0.83,0.0,0.05,0.0,0.12,0.0
642,2022_11_19_16_00_01,Code,0.86,0.0,0.04,0.0,0.1,0.0
643,2022_11_19_16_00_02,Code,0.65,0.01,0.12,0.0,0.22,0.0
644,2022_11_19_16_00_02,Code,0.79,0.0,0.06,0.0,0.15,0.0
645,2022_11_19_16_00_02,Code,0.78,0.0,0.08,0.0,0.14,0.0
646,2022_11_19_16_00_03,Code,0.79,0.0,0.07,0.0,0.14,0.0
647,2022_11_19_16_00_03,Code,0.81,0.0,0.05,0.0,0.14,0.0
648,2022_11_19_16_00_03,Code,0.78,0.0,0.07,0.0,0.15,0.0
